Dataset,SubmissionDateTime,PublishTime,SettlementDate,Region,GspGroupId,ForecastDemand60,ForecastDemand100
RZDF,2025-12-22T09:00:00Z,2025-12-22T09:00:06Z,2025-12-23,South East,N/A,7150,11917
RZDF,2025-12-22T09:00:00Z,2025-12-22T09:00:06Z,2025-12-23,South West,N/A,4592,7654
RZDF,2025-12-22T09:00:00Z,2025-12-22T09:00:06Z,2025-12-23,Midlands,N/A,4750,7916
RZDF,2025-12-22T09:00:00Z,2025-12-22T09:00:06Z,2025-12-23,North East,N/A,3130,5217
RZDF,2025-12-22T09:00:00Z,2025-12-22T09:00:06Z,2025-12-23,North West,N/A,3040,5067
RZDF,2025-12-22T09:00:00Z,2025-12-22T09:00:06Z,2025-12-23,South Scotland,N/A,1460,2433
RZDF,2025-12-22T09:00:00Z,2025-12-22T09:00:06Z,2025-12-23,North Scotland,N/A,124,206
RZDF,2025-12-21T17:00:00Z,2025-12-21T17:00:05Z,2025-12-22,South East,N/A,7197,11994
RZDF,2025-12-21T17:00:00Z,2025-12-21T17:00:05Z,2025-12-22,South West,N/A,4622,7703
RZDF,2025-12-21T17:00:00Z,2025-12-21T17:00:05Z,2025-12-22,Midlands,N/A,4781,7968
RZDF,2025-12-21T17:00:00Z,2025-12-21T17:00:05Z,2025-12-22,North East,N/A,3150,5251
RZDF,2025-12-21T17:00:00Z,2025-12-21T17:00:05Z,2025-12-22,North West,N/A,3060,5100
RZDF,2025-12-21T17:00:00Z,2025-12-21T17:00:05Z,2025-12-22,South Scotland,N/A,1469,2448
RZDF,2025-12-21T17:00:00Z,2025-12-21T17:00:05Z,2025-12-22,North Scotland,N/A,124,207
RZDF,2025-12-21T11:45:00Z,2025-12-21T11:45:04Z,2025-12-22,South East,N/A,7221,12034
RZDF,2025-12-21T11:45:00Z,2025-12-21T11:45:04Z,2025-12-22,South West,N/A,4637,7729
RZDF,2025-12-21T11:45:00Z,2025-12-21T11:45:04Z,2025-12-22,Midlands,N/A,4797,7994
RZDF,2025-12-21T11:45:00Z,2025-12-21T11:45:04Z,2025-12-22,North East,N/A,3161,5268
RZDF,2025-12-21T11:45:00Z,2025-12-21T11:45:04Z,2025-12-22,North West,N/A,3070,5117
RZDF,2025-12-21T11:45:00Z,2025-12-21T11:45:04Z,2025-12-22,South Scotland,N/A,1474,2457
RZDF,2025-12-21T11:45:00Z,2025-12-21T11:45:04Z,2025-12-22,North Scotland,N/A,125,208
RZDF,2025-12-21T09:00:00Z,2025-12-21T09:00:05Z,2025-12-22,South East,N/A,7216,12027
RZDF,2025-12-21T09:00:00Z,2025-12-21T09:00:05Z,2025-12-22,South West,N/A,4635,7725
RZDF,2025-12-21T09:00:00Z,2025-12-21T09:00:05Z,2025-12-22,Midlands,N/A,4794,7990
RZDF,2025-12-21T09:00:00Z,2025-12-21T09:00:05Z,2025-12-22,North East,N/A,3159,5265
RZDF,2025-12-21T09:00:00Z,2025-12-21T09:00:05Z,2025-12-22,North West,N/A,3069,5114
RZDF,2025-12-21T09:00:00Z,2025-12-21T09:00:05Z,2025-12-22,South Scotland,N/A,1473,2455
RZDF,2025-12-21T09:00:00Z,2025-12-21T09:00:05Z,2025-12-22,North Scotland,N/A,125,208
RZDF,2025-12-20T17:00:00Z,2025-12-20T17:00:05Z,2025-12-21,South East,N/A,6759,11265
RZDF,2025-12-20T17:00:00Z,2025-12-20T17:00:05Z,2025-12-21,South West,N/A,4341,7235
RZDF,2025-12-20T17:00:00Z,2025-12-20T17:00:05Z,2025-12-21,Midlands,N/A,4490,7483
RZDF,2025-12-20T17:00:00Z,2025-12-20T17:00:05Z,2025-12-21,North East,N/A,2959,4932
RZDF,2025-12-20T17:00:00Z,2025-12-20T17:00:05Z,2025-12-21,North West,N/A,2874,4790
RZDF,2025-12-20T17:00:00Z,2025-12-20T17:00:05Z,2025-12-21,South Scotland,N/A,1380,2300
RZDF,2025-12-20T17:00:00Z,2025-12-20T17:00:05Z,2025-12-21,North Scotland,N/A,117,195
RZDF,2025-12-20T11:45:00Z,2025-12-20T11:45:06Z,2025-12-21,South East,N/A,6754,11257
RZDF,2025-12-20T11:45:00Z,2025-12-20T11:45:06Z,2025-12-21,South West,N/A,4338,7230
RZDF,2025-12-20T11:45:00Z,2025-12-20T11:45:06Z,2025-12-21,Midlands,N/A,4487,7478
RZDF,2025-12-20T11:45:00Z,2025-12-20T11:45:06Z,2025-12-21,North East,N/A,2957,4928
RZDF,2025-12-20T11:45:00Z,2025-12-20T11:45:06Z,2025-12-21,North West,N/A,2872,4787
RZDF,2025-12-20T11:45:00Z,2025-12-20T11:45:06Z,2025-12-21,South Scotland,N/A,1379,2298
RZDF,2025-12-20T11:45:00Z,2025-12-20T11:45:06Z,2025-12-21,North Scotland,N/A,117,195
RZDF,2025-12-20T09:00:00Z,2025-12-20T09:00:06Z,2025-12-21,South East,N/A,6704,11174
RZDF,2025-12-20T09:00:00Z,2025-12-20T09:00:06Z,2025-12-21,South West,N/A,4306,7176
RZDF,2025-12-20T09:00:00Z,2025-12-20T09:00:06Z,2025-12-21,Midlands,N/A,4454,7423
RZDF,2025-12-20T09:00:00Z,2025-12-20T09:00:06Z,2025-12-21,North East,N/A,2935,4892
RZDF,2025-12-20T09:00:00Z,2025-12-20T09:00:06Z,2025-12-21,North West,N/A,2851,4751
RZDF,2025-12-20T09:00:00Z,2025-12-20T09:00:06Z,2025-12-21,South Scotland,N/A,1369,2281
RZDF,2025-12-20T09:00:00Z,2025-12-20T09:00:06Z,2025-12-21,North Scotland,N/A,116,193
RZDF,2025-12-19T17:00:00Z,2025-12-19T17:00:07Z,2025-12-20,South East,N/A,6529,10882
RZDF,2025-12-19T17:00:00Z,2025-12-19T17:00:07Z,2025-12-20,South West,N/A,4193,6989
RZDF,2025-12-19T17:00:00Z,2025-12-19T17:00:07Z,2025-12-20,Midlands,N/A,4337,7229
RZDF,2025-12-19T17:00:00Z,2025-12-19T17:00:07Z,2025-12-20,North East,N/A,2858,4764
RZDF,2025-12-19T17:00:00Z,2025-12-19T17:00:07Z,2025-12-20,North West,N/A,2776,4627
RZDF,2025-12-19T17:00:00Z,2025-12-19T17:00:07Z,2025-12-20,South Scotland,N/A,1333,2221
RZDF,2025-12-19T17:00:00Z,2025-12-19T17:00:07Z,2025-12-20,North Scotland,N/A,113,188
RZDF,2025-12-19T11:45:00Z,2025-12-19T11:45:04Z,2025-12-20,South East,N/A,6508,10847
RZDF,2025-12-19T11:45:00Z,2025-12-19T11:45:04Z,2025-12-20,South West,N/A,4180,6966
RZDF,2025-12-19T11:45:00Z,2025-12-19T11:45:04Z,2025-12-20,Midlands,N/A,4323,7205
RZDF,2025-12-19T11:45:00Z,2025-12-19T11:45:04Z,2025-12-20,North East,N/A,2849,4748
RZDF,2025-12-19T11:45:00Z,2025-12-19T11:45:04Z,2025-12-20,North West,N/A,2767,4612
RZDF,2025-12-19T11:45:00Z,2025-12-19T11:45:04Z,2025-12-20,South Scotland,N/A,1329,2214
RZDF,2025-12-19T11:45:00Z,2025-12-19T11:45:04Z,2025-12-20,North Scotland,N/A,113,188
RZDF,2025-12-19T09:00:00Z,2025-12-19T09:00:05Z,2025-12-20,South East,N/A,6452,10753
RZDF,2025-12-19T09:00:00Z,2025-12-19T09:00:05Z,2025-12-20,South West,N/A,4144,6906
RZDF,2025-12-19T09:00:00Z,2025-12-19T09:00:05Z,2025-12-20,Midlands,N/A,4286,7143
RZDF,2025-12-19T09:00:00Z,2025-12-19T09:00:05Z,2025-12-20,North East,N/A,2824,4707
RZDF,2025-12-19T09:00:00Z,2025-12-19T09:00:05Z,2025-12-20,North West,N/A,2743,4572
RZDF,2025-12-19T09:00:00Z,2025-12-19T09:00:05Z,2025-12-20,South Scotland,N/A,1317,2195
RZDF,2025-12-19T09:00:00Z,2025-12-19T09:00:05Z,2025-12-20,North Scotland,N/A,112,186
RZDF,2025-12-18T17:00:00Z,2025-12-18T17:00:04Z,2025-12-19,South East,N/A,6707,11178
RZDF,2025-12-18T17:00:00Z,2025-12-18T17:00:04Z,2025-12-19,South West,N/A,4307,7179
RZDF,2025-12-18T17:00:00Z,2025-12-18T17:00:04Z,2025-12-19,Midlands,N/A,4455,7425
RZDF,2025-12-18T17:00:00Z,2025-12-18T17:00:04Z,2025-12-19,North East,N/A,2936,4893
RZDF,2025-12-18T17:00:00Z,2025-12-18T17:00:04Z,2025-12-19,North West,N/A,2852,4753
RZDF,2025-12-18T17:00:00Z,2025-12-18T17:00:04Z,2025-12-19,South Scotland,N/A,1369,2282
RZDF,2025-12-18T17:00:00Z,2025-12-18T17:00:04Z,2025-12-19,North Scotland,N/A,116,193
RZDF,2025-12-18T11:45:00Z,2025-12-18T11:45:04Z,2025-12-19,South East,N/A,6739,11231
RZDF,2025-12-18T11:45:00Z,2025-12-18T11:45:04Z,2025-12-19,South West,N/A,4328,7213
RZDF,2025-12-18T11:45:00Z,2025-12-18T11:45:04Z,2025-12-19,Midlands,N/A,4477,7461
RZDF,2025-12-18T11:45:00Z,2025-12-18T11:45:04Z,2025-12-19,North East,N/A,2950,4917
RZDF,2025-12-18T11:45:00Z,2025-12-18T11:45:04Z,2025-12-19,North West,N/A,2866,4776
RZDF,2025-12-18T11:45:00Z,2025-12-18T11:45:04Z,2025-12-19,South Scotland,N/A,1376,2293
RZDF,2025-12-18T11:45:00Z,2025-12-18T11:45:04Z,2025-12-19,North Scotland,N/A,117,194
RZDF,2025-12-18T09:00:00Z,2025-12-18T09:00:04Z,2025-12-19,South East,N/A,6737,11228
RZDF,2025-12-18T09:00:00Z,2025-12-18T09:00:04Z,2025-12-19,South West,N/A,4327,7211
RZDF,2025-12-18T09:00:00Z,2025-12-18T09:00:04Z,2025-12-19,Midlands,N/A,4475,7458
RZDF,2025-12-18T09:00:00Z,2025-12-18T09:00:04Z,2025-12-19,North East,N/A,2949,4915
RZDF,2025-12-18T09:00:00Z,2025-12-18T09:00:04Z,2025-12-19,North West,N/A,2865,4774
RZDF,2025-12-18T09:00:00Z,2025-12-18T09:00:04Z,2025-12-19,South Scotland,N/A,1375,2292
RZDF,2025-12-18T09:00:00Z,2025-12-18T09:00:04Z,2025-12-19,North Scotland,N/A,117,194
RZDF,2025-12-17T17:00:00Z,2025-12-17T17:00:04Z,2025-12-18,South East,N/A,6656,11094
RZDF,2025-12-17T17:00:00Z,2025-12-17T17:00:04Z,2025-12-18,South West,N/A,4275,7125
RZDF,2025-12-17T17:00:00Z,2025-12-17T17:00:04Z,2025-12-18,Midlands,N/A,4422,7369
RZDF,2025-12-17T17:00:00Z,2025-12-17T17:00:04Z,2025-12-18,North East,N/A,2914,4857
RZDF,2025-12-17T17:00:00Z,2025-12-17T17:00:04Z,2025-12-18,North West,N/A,2830,4717
RZDF,2025-12-17T17:00:00Z,2025-12-17T17:00:04Z,2025-12-18,South Scotland,N/A,1359,2265
RZDF,2025-12-17T17:00:00Z,2025-12-17T17:00:04Z,2025-12-18,North Scotland,N/A,115,192
RZDF,2025-12-17T11:45:00Z,2025-12-17T11:45:04Z,2025-12-18,South East,N/A,6623,11038
RZDF,2025-12-17T11:45:00Z,2025-12-17T11:45:04Z,2025-12-18,South West,N/A,4253,7089
RZDF,2025-12-17T11:45:00Z,2025-12-17T11:45:04Z,2025-12-18,Midlands,N/A,4399,7332
RZDF,2025-12-17T11:45:00Z,2025-12-17T11:45:04Z,2025-12-18,North East,N/A,2899,4832
RZDF,2025-12-17T11:45:00Z,2025-12-17T11:45:04Z,2025-12-18,North West,N/A,2816,4694
RZDF,2025-12-17T11:45:00Z,2025-12-17T11:45:04Z,2025-12-18,South Scotland,N/A,1352,2253
RZDF,2025-12-17T11:45:00Z,2025-12-17T11:45:04Z,2025-12-18,North Scotland,N/A,115,191
RZDF,2025-12-17T09:00:00Z,2025-12-17T09:00:06Z,2025-12-18,South East,N/A,6562,10937
RZDF,2025-12-17T09:00:00Z,2025-12-17T09:00:06Z,2025-12-18,South West,N/A,4214,7024
RZDF,2025-12-17T09:00:00Z,2025-12-17T09:00:06Z,2025-12-18,Midlands,N/A,4359,7265
RZDF,2025-12-17T09:00:00Z,2025-12-17T09:00:06Z,2025-12-18,North East,N/A,2873,4788
RZDF,2025-12-17T09:00:00Z,2025-12-17T09:00:06Z,2025-12-18,North West,N/A,2790,4651
RZDF,2025-12-17T09:00:00Z,2025-12-17T09:00:06Z,2025-12-18,South Scotland,N/A,1340,2233
RZDF,2025-12-17T09:00:00Z,2025-12-17T09:00:06Z,2025-12-18,North Scotland,N/A,113,189
RZDF,2025-12-16T17:00:00Z,2025-12-16T17:00:06Z,2025-12-17,South East,N/A,6666,11110
RZDF,2025-12-16T17:00:00Z,2025-12-16T17:00:06Z,2025-12-17,South West,N/A,4281,7136
RZDF,2025-12-16T17:00:00Z,2025-12-16T17:00:06Z,2025-12-17,Midlands,N/A,4428,7380
RZDF,2025-12-16T17:00:00Z,2025-12-16T17:00:06Z,2025-12-17,North East,N/A,2918,4864
RZDF,2025-12-16T17:00:00Z,2025-12-16T17:00:06Z,2025-12-17,North West,N/A,2835,4724
RZDF,2025-12-16T17:00:00Z,2025-12-16T17:00:06Z,2025-12-17,South Scotland,N/A,1361,2268
RZDF,2025-12-16T17:00:00Z,2025-12-16T17:00:06Z,2025-12-17,North Scotland,N/A,115,192
RZDF,2025-12-16T11:45:00Z,2025-12-16T11:45:05Z,2025-12-17,South East,N/A,6697,11161
RZDF,2025-12-16T11:45:00Z,2025-12-16T11:45:05Z,2025-12-17,South West,N/A,4301,7168
RZDF,2025-12-16T11:45:00Z,2025-12-16T11:45:05Z,2025-12-17,Midlands,N/A,4449,7414
RZDF,2025-12-16T11:45:00Z,2025-12-16T11:45:05Z,2025-12-17,North East,N/A,2932,4886
RZDF,2025-12-16T11:45:00Z,2025-12-16T11:45:05Z,2025-12-17,North West,N/A,2848,4746
RZDF,2025-12-16T11:45:00Z,2025-12-16T11:45:05Z,2025-12-17,South Scotland,N/A,1367,2278
RZDF,2025-12-16T11:45:00Z,2025-12-16T11:45:05Z,2025-12-17,North Scotland,N/A,116,193
RZDF,2025-12-16T09:00:00Z,2025-12-16T09:00:06Z,2025-12-17,South East,N/A,6630,11051
RZDF,2025-12-16T09:00:00Z,2025-12-16T09:00:06Z,2025-12-17,South West,N/A,4258,7097
RZDF,2025-12-16T09:00:00Z,2025-12-16T09:00:06Z,2025-12-17,Midlands,N/A,4405,7341
RZDF,2025-12-16T09:00:00Z,2025-12-16T09:00:06Z,2025-12-17,North East,N/A,2903,4838
RZDF,2025-12-16T09:00:00Z,2025-12-16T09:00:06Z,2025-12-17,North West,N/A,2819,4699
RZDF,2025-12-16T09:00:00Z,2025-12-16T09:00:06Z,2025-12-17,South Scotland,N/A,1354,2256
RZDF,2025-12-16T09:00:00Z,2025-12-16T09:00:06Z,2025-12-17,North Scotland,N/A,115,191
RZDF,2025-12-15T17:00:00Z,2025-12-15T17:00:06Z,2025-12-16,South East,N/A,7261,12102
RZDF,2025-12-15T17:00:00Z,2025-12-15T17:00:06Z,2025-12-16,South West,N/A,4664,7773
RZDF,2025-12-15T17:00:00Z,2025-12-15T17:00:06Z,2025-12-16,Midlands,N/A,4824,8039
RZDF,2025-12-15T17:00:00Z,2025-12-15T17:00:06Z,2025-12-16,North East,N/A,3179,5298
RZDF,2025-12-15T17:00:00Z,2025-12-15T17:00:06Z,2025-12-16,North West,N/A,3088,5146
RZDF,2025-12-15T17:00:00Z,2025-12-15T17:00:06Z,2025-12-16,South Scotland,N/A,1482,2471
RZDF,2025-12-15T17:00:00Z,2025-12-15T17:00:06Z,2025-12-16,North Scotland,N/A,126,209
RZDF,2025-12-15T11:45:00Z,2025-12-15T11:45:04Z,2025-12-16,South East,N/A,7294,12156
RZDF,2025-12-15T11:45:00Z,2025-12-15T11:45:04Z,2025-12-16,South West,N/A,4685,7808
RZDF,2025-12-15T11:45:00Z,2025-12-15T11:45:04Z,2025-12-16,Midlands,N/A,4845,8075
RZDF,2025-12-15T11:45:00Z,2025-12-15T11:45:04Z,2025-12-16,North East,N/A,3193,5322
RZDF,2025-12-15T11:45:00Z,2025-12-15T11:45:04Z,2025-12-16,North West,N/A,3102,5169
RZDF,2025-12-15T11:45:00Z,2025-12-15T11:45:04Z,2025-12-16,South Scotland,N/A,1489,2482
RZDF,2025-12-15T11:45:00Z,2025-12-15T11:45:04Z,2025-12-16,North Scotland,N/A,126,210
RZDF,2025-12-15T09:00:00Z,2025-12-15T09:00:06Z,2025-12-16,South East,N/A,7292,12154
RZDF,2025-12-15T09:00:00Z,2025-12-15T09:00:06Z,2025-12-16,South West,N/A,4683,7806
RZDF,2025-12-15T09:00:00Z,2025-12-15T09:00:06Z,2025-12-16,Midlands,N/A,4844,8074
RZDF,2025-12-15T09:00:00Z,2025-12-15T09:00:06Z,2025-12-16,North East,N/A,3192,5321
RZDF,2025-12-15T09:00:00Z,2025-12-15T09:00:06Z,2025-12-16,North West,N/A,3101,5168
RZDF,2025-12-15T09:00:00Z,2025-12-15T09:00:06Z,2025-12-16,South Scotland,N/A,1489,2481
RZDF,2025-12-15T09:00:00Z,2025-12-15T09:00:06Z,2025-12-16,North Scotland,N/A,126,210
RZDF,2025-12-14T17:00:00Z,2025-12-14T17:00:06Z,2025-12-15,South East,N/A,7131,11885
RZDF,2025-12-14T17:00:00Z,2025-12-14T17:00:06Z,2025-12-15,South West,N/A,4580,7633
RZDF,2025-12-14T17:00:00Z,2025-12-14T17:00:06Z,2025-12-15,Midlands,N/A,4737,7895
RZDF,2025-12-14T17:00:00Z,2025-12-14T17:00:06Z,2025-12-15,North East,N/A,3122,5203
RZDF,2025-12-14T17:00:00Z,2025-12-14T17:00:06Z,2025-12-15,North West,N/A,3032,5054
RZDF,2025-12-14T17:00:00Z,2025-12-14T17:00:06Z,2025-12-15,South Scotland,N/A,1456,2426
RZDF,2025-12-14T17:00:00Z,2025-12-14T17:00:06Z,2025-12-15,North Scotland,N/A,123,206
RZDF,2025-12-14T11:45:00Z,2025-12-14T11:45:06Z,2025-12-15,South East,N/A,7119,11865
RZDF,2025-12-14T11:45:00Z,2025-12-14T11:45:06Z,2025-12-15,South West,N/A,4572,7620
RZDF,2025-12-14T11:45:00Z,2025-12-14T11:45:06Z,2025-12-15,Midlands,N/A,4729,7882
RZDF,2025-12-14T11:45:00Z,2025-12-14T11:45:06Z,2025-12-15,North East,N/A,3116,5194
RZDF,2025-12-14T11:45:00Z,2025-12-14T11:45:06Z,2025-12-15,North West,N/A,3027,5045
RZDF,2025-12-14T11:45:00Z,2025-12-14T11:45:06Z,2025-12-15,South Scotland,N/A,1453,2422
RZDF,2025-12-14T11:45:00Z,2025-12-14T11:45:06Z,2025-12-15,North Scotland,N/A,123,205
RZDF,2025-12-14T09:00:00Z,2025-12-14T09:00:18Z,2025-12-15,South East,N/A,7111,11851
RZDF,2025-12-14T09:00:00Z,2025-12-14T09:00:18Z,2025-12-15,South West,N/A,4567,7611
RZDF,2025-12-14T09:00:00Z,2025-12-14T09:00:18Z,2025-12-15,Midlands,N/A,4724,7873
RZDF,2025-12-14T09:00:00Z,2025-12-14T09:00:18Z,2025-12-15,North East,N/A,3113,5188
RZDF,2025-12-14T09:00:00Z,2025-12-14T09:00:18Z,2025-12-15,North West,N/A,3024,5039
RZDF,2025-12-14T09:00:00Z,2025-12-14T09:00:18Z,2025-12-15,South Scotland,N/A,1452,2419
RZDF,2025-12-14T09:00:00Z,2025-12-14T09:00:18Z,2025-12-15,North Scotland,N/A,123,205
RZDF,2025-12-13T17:00:00Z,2025-12-13T17:00:07Z,2025-12-14,South East,N/A,6121,10202
RZDF,2025-12-13T17:00:00Z,2025-12-13T17:00:07Z,2025-12-14,South West,N/A,3931,6552
RZDF,2025-12-13T17:00:00Z,2025-12-13T17:00:07Z,2025-12-14,Midlands,N/A,4066,6777
RZDF,2025-12-13T17:00:00Z,2025-12-13T17:00:07Z,2025-12-14,North East,N/A,2680,4466
RZDF,2025-12-13T17:00:00Z,2025-12-13T17:00:07Z,2025-12-14,North West,N/A,2603,4338
RZDF,2025-12-13T17:00:00Z,2025-12-13T17:00:07Z,2025-12-14,South Scotland,N/A,1250,2083
RZDF,2025-12-13T17:00:00Z,2025-12-13T17:00:07Z,2025-12-14,North Scotland,N/A,106,176
RZDF,2025-12-13T11:45:00Z,2025-12-13T11:45:06Z,2025-12-14,South East,N/A,6090,10150
RZDF,2025-12-13T11:45:00Z,2025-12-13T11:45:06Z,2025-12-14,South West,N/A,3911,6519
RZDF,2025-12-13T11:45:00Z,2025-12-13T11:45:06Z,2025-12-14,Midlands,N/A,4046,6743
RZDF,2025-12-13T11:45:00Z,2025-12-13T11:45:06Z,2025-12-14,North East,N/A,2666,4443
RZDF,2025-12-13T11:45:00Z,2025-12-13T11:45:06Z,2025-12-14,North West,N/A,2590,4316
RZDF,2025-12-13T11:45:00Z,2025-12-13T11:45:06Z,2025-12-14,South Scotland,N/A,1243,2072
RZDF,2025-12-13T11:45:00Z,2025-12-13T11:45:06Z,2025-12-14,North Scotland,N/A,105,176
RZDF,2025-12-13T09:00:00Z,2025-12-13T09:00:08Z,2025-12-14,South East,N/A,6071,10118
RZDF,2025-12-13T09:00:00Z,2025-12-13T09:00:08Z,2025-12-14,South West,N/A,3899,6498
RZDF,2025-12-13T09:00:00Z,2025-12-13T09:00:08Z,2025-12-14,Midlands,N/A,4033,6721
RZDF,2025-12-13T09:00:00Z,2025-12-13T09:00:08Z,2025-12-14,North East,N/A,2658,4429
RZDF,2025-12-13T09:00:00Z,2025-12-13T09:00:08Z,2025-12-14,North West,N/A,2581,4302
RZDF,2025-12-13T09:00:00Z,2025-12-13T09:00:08Z,2025-12-14,South Scotland,N/A,1239,2065
RZDF,2025-12-13T09:00:00Z,2025-12-13T09:00:08Z,2025-12-14,North Scotland,N/A,105,175
RZDF,2025-12-12T17:00:00Z,2025-12-12T17:00:06Z,2025-12-13,South East,N/A,6180,10300
RZDF,2025-12-12T17:00:00Z,2025-12-12T17:00:06Z,2025-12-13,South West,N/A,3969,6615
RZDF,2025-12-12T17:00:00Z,2025-12-12T17:00:06Z,2025-12-13,Midlands,N/A,4105,6842
RZDF,2025-12-12T17:00:00Z,2025-12-12T17:00:06Z,2025-12-13,North East,N/A,2705,4509
RZDF,2025-12-12T17:00:00Z,2025-12-12T17:00:06Z,2025-12-13,North West,N/A,2628,4380
RZDF,2025-12-12T17:00:00Z,2025-12-12T17:00:06Z,2025-12-13,South Scotland,N/A,1262,2103
RZDF,2025-12-12T17:00:00Z,2025-12-12T17:00:06Z,2025-12-13,North Scotland,N/A,107,178
RZDF,2025-12-12T11:45:00Z,2025-12-12T11:45:04Z,2025-12-13,South East,N/A,6156,10260
RZDF,2025-12-12T11:45:00Z,2025-12-12T11:45:04Z,2025-12-13,South West,N/A,3954,6590
RZDF,2025-12-12T11:45:00Z,2025-12-12T11:45:04Z,2025-12-13,Midlands,N/A,4090,6816
RZDF,2025-12-12T11:45:00Z,2025-12-12T11:45:04Z,2025-12-13,North East,N/A,2695,4492
RZDF,2025-12-12T11:45:00Z,2025-12-12T11:45:04Z,2025-12-13,North West,N/A,2618,4363
RZDF,2025-12-12T11:45:00Z,2025-12-12T11:45:04Z,2025-12-13,South Scotland,N/A,1257,2095
RZDF,2025-12-12T11:45:00Z,2025-12-12T11:45:04Z,2025-12-13,North Scotland,N/A,106,177
RZDF,2025-12-12T09:00:00Z,2025-12-12T09:00:05Z,2025-12-13,South East,N/A,6088,10146
RZDF,2025-12-12T09:00:00Z,2025-12-12T09:00:05Z,2025-12-13,South West,N/A,3910,6516
RZDF,2025-12-12T09:00:00Z,2025-12-12T09:00:05Z,2025-12-13,Midlands,N/A,4044,6740
RZDF,2025-12-12T09:00:00Z,2025-12-12T09:00:05Z,2025-12-13,North East,N/A,2665,4442
RZDF,2025-12-12T09:00:00Z,2025-12-12T09:00:05Z,2025-12-13,North West,N/A,2589,4314
RZDF,2025-12-12T09:00:00Z,2025-12-12T09:00:05Z,2025-12-13,South Scotland,N/A,1243,2071
RZDF,2025-12-12T09:00:00Z,2025-12-12T09:00:05Z,2025-12-13,North Scotland,N/A,105,175
RZDF,2025-12-11T17:00:00Z,2025-12-11T17:00:06Z,2025-12-12,South East,N/A,6961,11601
RZDF,2025-12-11T17:00:00Z,2025-12-11T17:00:06Z,2025-12-12,South West,N/A,4470,7451
RZDF,2025-12-11T17:00:00Z,2025-12-11T17:00:06Z,2025-12-12,Midlands,N/A,4624,7706
RZDF,2025-12-11T17:00:00Z,2025-12-11T17:00:06Z,2025-12-12,North East,N/A,3047,5079
RZDF,2025-12-11T17:00:00Z,2025-12-11T17:00:06Z,2025-12-12,North West,N/A,2960,4933
RZDF,2025-12-11T17:00:00Z,2025-12-11T17:00:06Z,2025-12-12,South Scotland,N/A,1421,2368
RZDF,2025-12-11T17:00:00Z,2025-12-11T17:00:06Z,2025-12-12,North Scotland,N/A,120,201
RZDF,2025-12-11T11:45:00Z,2025-12-11T11:45:06Z,2025-12-12,South East,N/A,6937,11561
RZDF,2025-12-11T11:45:00Z,2025-12-11T11:45:06Z,2025-12-12,South West,N/A,4455,7425
RZDF,2025-12-11T11:45:00Z,2025-12-11T11:45:06Z,2025-12-12,Midlands,N/A,4608,7680
RZDF,2025-12-11T11:45:00Z,2025-12-11T11:45:06Z,2025-12-12,North East,N/A,3037,5061
RZDF,2025-12-11T11:45:00Z,2025-12-11T11:45:06Z,2025-12-12,North West,N/A,2950,4916
RZDF,2025-12-11T11:45:00Z,2025-12-11T11:45:06Z,2025-12-12,South Scotland,N/A,1416,2360
RZDF,2025-12-11T11:45:00Z,2025-12-11T11:45:06Z,2025-12-12,North Scotland,N/A,120,200
RZDF,2025-12-11T09:00:00Z,2025-12-11T09:00:06Z,2025-12-12,South East,N/A,6880,11467
RZDF,2025-12-11T09:00:00Z,2025-12-11T09:00:06Z,2025-12-12,South West,N/A,4419,7365
RZDF,2025-12-11T09:00:00Z,2025-12-11T09:00:06Z,2025-12-12,Midlands,N/A,4571,7618
RZDF,2025-12-11T09:00:00Z,2025-12-11T09:00:06Z,2025-12-12,North East,N/A,3012,5020
RZDF,2025-12-11T09:00:00Z,2025-12-11T09:00:06Z,2025-12-12,North West,N/A,2926,4876
RZDF,2025-12-11T09:00:00Z,2025-12-11T09:00:06Z,2025-12-12,South Scotland,N/A,1405,2341
RZDF,2025-12-11T09:00:00Z,2025-12-11T09:00:06Z,2025-12-12,North Scotland,N/A,119,198
RZDF,2025-12-10T17:00:00Z,2025-12-10T17:00:05Z,2025-12-11,South East,N/A,6668,11113
RZDF,2025-12-10T17:00:00Z,2025-12-10T17:00:05Z,2025-12-11,South West,N/A,4282,7137
RZDF,2025-12-10T17:00:00Z,2025-12-10T17:00:05Z,2025-12-11,Midlands,N/A,4429,7382
RZDF,2025-12-10T17:00:00Z,2025-12-10T17:00:05Z,2025-12-11,North East,N/A,2919,4865
RZDF,2025-12-10T17:00:00Z,2025-12-10T17:00:05Z,2025-12-11,North West,N/A,2835,4726
RZDF,2025-12-10T17:00:00Z,2025-12-10T17:00:05Z,2025-12-11,South Scotland,N/A,1361,2269
RZDF,2025-12-10T17:00:00Z,2025-12-10T17:00:05Z,2025-12-11,North Scotland,N/A,115,192
RZDF,2025-12-10T11:45:00Z,2025-12-10T11:45:04Z,2025-12-11,South East,N/A,6668,11113
RZDF,2025-12-10T11:45:00Z,2025-12-10T11:45:04Z,2025-12-11,South West,N/A,4282,7137
RZDF,2025-12-10T11:45:00Z,2025-12-10T11:45:04Z,2025-12-11,Midlands,N/A,4429,7382
RZDF,2025-12-10T11:45:00Z,2025-12-10T11:45:04Z,2025-12-11,North East,N/A,2919,4865
